Timestamp,"SECTION A: DEMOGRAPHIC INFORMATION

Gender",Age,Position in business,Type of business,Years of operation ,My business has active social media accounts,We regularly update our social media pages,We respond promptly to customer messages online,Our social media platforms increase our visibility,Customers easily find our business through social media,My business uses paid advertising on social media,Social media ads help us reach our target customers,Social media advertising increases our sales,We allocate part of our budget to online advertising,Social media advertising gives better results than traditional marketing,We post content regularly on our social media platforms,Our content is engaging and attracts customers,We use images/videos to promote our products/services by,Our content reflects our brand identity clearly,Quality content helps us retain customers,Our business performs better than competitors,We have gained more customers through social media,Our brand is well recognized in the market,Social media has improved our profitability,We maintain strong customer loyalty compared to competitors,
2026/04/23 8:26:50 AM GMT+1,Female,36-45,Manager,Trading,6-10 years,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,
2026/04/23 8:43:30 AM GMT+1,Female,46 and above,Owner,Trading,Above 10 years,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
2026/04/23 12:22:17 PM GMT+1,Female,26-35,Owner,Trading,1-5 years,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
2026/04/23 1:27:50 PM GMT+1,Male,18-25,Owner,Trading,1-5 years,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,
2026/04/23 2:08:41 PM GMT+1,Female,36-45,Supervisor,Trading,1-5 years,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,
2026/04/23 2:15:19 PM GMT+1,Male,36-45,Supervisor,Trading,6-10 years,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,
2026/04/23 2:16:54 PM GMT+1,Male,36-45,Supervisor,Trading,6-10 years,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,
2026/04/23 2:19:01 PM GMT+1,Male,36-45,Supervisor,Trading,6-10 years,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Agree,
2026/04/23 6:06:27 PM GMT+1,Female,18-25,Owner,Trading,1-5 years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
2026/04/23 11:19:58 PM GMT+1,Female,18-25,Owner,Trading,1-5 years,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,
2026/04/24 7:21:10 AM GMT+1,Male,36-45,Owner,Services,1-5 years,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
2026/04/25 11:42:13 AM GMT+1,Female,36-45,Owner,Services,Above 10 years,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,
2026/04/26 5:40:42 PM GMT+1,Female,26-35,Owner,Trading,1-5 years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,
2026/04/26 5:48:51 PM GMT+1,Female,18-25,Owner,Others,Below 1 year,Neutral,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Neutral,Agree,Neutral,Neutral,Strongly disagree,Neutral,Strongly disagree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,
2026/04/26 5:49:22 PM GMT+1,Male,18-25,Owner,Others,1-5 years,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
2026/04/26 5:54:28 PM GMT+1,Female,18-25,Owner,Others,Below 1 year,Neutral,Neutral,Neutral,Neutral,Agree,Strongly disagree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Neutral,Agree,
2026/04/26 6:03:09 PM GMT+1,Male,18-25,Owner,Trading,Below 1 year,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Disagree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,
2026/04/26 6:04:18 PM GMT+1,Male,18-25,Owner,Services,Below 1 year,Neutral,Strongly agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,
2026/04/26 7:28:09 PM GMT+1,Male,18-25,Owner,Trading,1-5 years,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Strongly agree,
2026/04/26 8:11:17 PM GMT+1,Female,26-35,Owner,Others,6-10 years,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
2026/04/26 8:21:39 PM GMT+1,Female,46 and above,Owner,Services,Above 10 years,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,
2026/04/26 8:35:35 PM GMT+1,Male,18-25,Manager,Services,1-5 years,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Neutral,Agree,Neutral,Agree,
2026/04/27 11:32:28 AM GMT+1,Female,26-35,Owner,Services,6-10 years,Strongly agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,
2026/04/28 2:07:08 AM GMT+1,Male,18-25,Owner,Others,1-5 years,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,
2026/04/28 9:29:15 PM GMT+1,Male,46 and above,Manager,Others,Above 10 years,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,
2026/04/28 11:46:23 PM GMT+1,Male,46 and above,Owner,Others,Below 1 year,Neutral,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,
2026/04/29 5:39:03 AM GMT+1,Male,36-45,Manager,Services,6-10 years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,
2026/04/29 6:43:28 AM GMT+1,Female,46 and above,Owner,Manufacturing,Above 10 years,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,
2026/05/01 8:04:39 AM GMT+1,Female,26-35,Owner,Others,1-5 years,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
2026/05/02 7:14:21 AM GMT+1,Male,36-45,Supervisor,Services,1-5 years,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,
2026/05/05 7:12:41 PM GMT+1,Male,18-25,Supervisor,Services,1-5 years,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
2026/05/06 4:27:59 AM GMT+1,Male,36-45,Manager,Services,6-10 years,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Neutral,Neutral,Neutral,
2026/05/07 3:17:58 PM GMT+1,Male,36-45,Supervisor,Trading,6-10 years,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
2026/05/07 3:36:00 PM GMT+1,Female,26-35,Owner,Trading,6-10 years,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
2026/05/02 04:08:00 AM GMT+1,Female,18-25,Owner,Others,Below 1 year,Agree,Disagree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Neutral,Strongly agree,Disagree,Strongly agree,
2026/05/03 03:26:00 PM GMT+1,Male,36-45,Supervisor,Trading,1-5 years,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Neutral,Agree,
2026/05/01 06:13:00 AM GMT+1,Female,26-35,Owner,Services,1-5 years,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,
2026/05/01 01:45:00 PM GMT+1,Female,36-45,Owner,Services,1-5 years,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,
2026/04/23 09:09:00 AM GMT+1,Male,18-25,Supervisor,Services,1-5 years,Neutral,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly agree,
2026/05/10 04:05:00 PM GMT+1,Male,18-25,Owner,Trading,Below 1 year,Disagree,Neutral,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
2026/05/01 11:20:00 PM GMT+1,Male,18-25,Manager,Trading,Above 10 years,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,
2026/05/06 03:10:00 PM GMT+1,Female,26-35,Owner,Others,Below 1 year,Neutral,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,
2026/05/11 03:21:00 PM GMT+1,Female,18-25,Owner,Services,1-5 years,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,
2026/05/01 12:16:00 PM GMT+1,Male,18-25,Owner,Trading,6-10 years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Neutral,
2026/05/02 06:12:00 AM GMT+1,Male,18-25,Owner,Others,Below 1 year,Neutral,Neutral,Strongly agree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,
2026/04/27 01:40:00 PM GMT+1,Female,18-25,Manager,Trading,Below 1 year,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Agree,
2026/05/02 03:14:00 PM GMT+1,Female,36-45,Manager,Others,6-10 years,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
2026/05/05 11:05:00 PM GMT+1,Male,18-25,Supervisor,Others,6-10 years,Strongly agree,Agree,Neutral,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Neutral,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Agree,
2026/04/25 10:46:00 AM GMT+1,Female,18-25,Owner,Trading,6-10 years,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,
2026/05/10 06:48:00 AM GMT+1,Female,18-25,Owner,Services,1-5 years,Neutral,Agree,Neutral,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,
2026/04/22 10:30:00 AM GMT+1,Female,26-35,Owner,Trading,1-5 years,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
2026/05/06 04:21:00 AM GMT+1,Male,26-35,Owner,Services,1-5 years,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral,
2026/04/28 08:14:00 PM GMT+1,Male,18-25,Owner,Services,1-5 years,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Strongly disagree,Agree,
2026/05/07 03:01:00 AM GMT+1,Female,46 and above,Owner,Others,Below 1 year,Strongly agree,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Strongly agree,
2026/04/27 03:29:00 AM GMT+1,Female,26-35,Owner,Trading,1-5 years,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,
2026/05/02 02:28:00 PM GMT+1,Female,18-25,Owner,Trading,1-5 years,Strongly disagree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Strongly agree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,
2026/04/27 11:15:00 AM GMT+1,Male,18-25,Owner,Services,Below 1 year,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Neutral,Agree,Strongly disagree,Strongly agree,
2026/04/28 10:52:00 PM GMT+1,Male,18-25,Manager,Services,Below 1 year,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,
2026/05/02 05:45:00 PM GMT+1,Female,18-25,Supervisor,Others,Below 1 year,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Disagree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,
2026/04/23 09:45:00 PM GMT+1,Female,26-35,Owner,Services,1-5 years,Disagree,Disagree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,
2026/04/22 09:25:00 AM GMT+1,Female,18-25,Owner,Trading,Below 1 year,Agree,Neutral,Agree,Strongly disagree,Agree,Neutral,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,
2026/04/22 09:34:00 AM GMT+1,Female,18-25,Supervisor,Trading,6-10 years,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Disagree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Neutral,
2026/05/10 03:49:00 PM GMT+1,Male,46 and above,Manager,Others,6-10 years,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,
2026/05/09 11:22:00 PM GMT+1,Female,18-25,Owner,Trading,Above 10 years,Agree,Agree,Strongly disagree,Agree,Strongly agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,
2026/05/03 04:54:00 AM GMT+1,Male,46 and above,Owner,Trading,1-5 years,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,
2026/05/03 06:37:00 AM GMT+1,Female,18-25,Manager,Services,Above 10 years,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,
2026/05/01 08:20:00 PM GMT+1,Female,46 and above,Supervisor,Others,1-5 years,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,
2026/04/25 02:31:00 PM GMT+1,Male,36-45,Owner,Trading,1-5 years,Neutral,Strongly agree,Neutral,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,
2026/04/24 07:41:00 PM GMT+1,Female,26-35,Owner,Trading,1-5 years,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Agree,
2026/04/27 05:23:00 PM GMT+1,Male,18-25,Owner,Services,1-5 years,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,
2026/05/04 04:04:00 AM GMT+1,Male,18-25,Manager,Services,1-5 years,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Neutral,
2026/04/30 04:15:00 PM GMT+1,Male,18-25,Owner,Others,Below 1 year,Agree,Neutral,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,
2026/05/03 06:41:00 AM GMT+1,Female,36-45,Owner,Others,1-5 years,Strongly agree,Disagree,Disagree,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Strongly agree,Disagree,Agree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,
2026/04/24 04:56:00 AM GMT+1,Female,36-45,Owner,Services,1-5 years,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,
2026/05/07 08:19:00 PM GMT+1,Female,18-25,Manager,Services,1-5 years,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,
2026/04/29 01:41:00 PM GMT+1,Female,26-35,Owner,Services,Below 1 year,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
2026/05/08 03:20:00 PM GMT+1,Female,18-25,Supervisor,Others,1-5 years,Agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,
2026/05/02 10:13:00 PM GMT+1,Male,18-25,Owner,Others,Below 1 year,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Neutral,Strongly agree,Strongly agree,
2026/04/25 10:29:00 PM GMT+1,Female,46 and above,Manager,Trading,1-5 years,Strongly agree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Neutral,Neutral,Agree,
2026/04/22 09:12:00 PM GMT+1,Female,26-35,Supervisor,Trading,1-5 years,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Disagree,Agree,Agree,Strongly agree,
2026/05/08 11:21:00 PM GMT+1,Female,26-35,Owner,Trading,1-5 years,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Strongly disagree,
2026/05/04 08:52:00 AM GMT+1,Female,18-25,Owner,Services,1-5 years,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,
2026/05/09 12:50:00 AM GMT+1,Female,18-25,Owner,Others,1-5 years,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,
2026/05/03 04:00:00 AM GMT+1,Female,18-25,Owner,Others,1-5 years,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Agree,Neutral,Agree,Disagree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,
2026/05/10 02:20:00 PM GMT+1,Male,26-35,Owner,Services,Below 1 year,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,
2026/05/12 03:36:00 AM GMT+1,Female,18-25,Owner,Others,1-5 years,Agree,Agree,Strongly agree,Neutral,Disagree,Agree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,
2026/05/02 06:36:00 PM GMT+1,Female,18-25,Owner,Others,6-10 years,Strongly agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,
2026/04/23 09:03:00 AM GMT+1,Male,26-35,Owner,Services,1-5 years,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Neutral,Strongly disagree,Strongly agree,
2026/04/25 04:32:00 PM GMT+1,Male,18-25,Supervisor,Trading,Below 1 year,Strongly agree,Neutral,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,
2026/05/01 10:47:00 AM GMT+1,Female,46 and above,Supervisor,Services,6-10 years,Neutral,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,
